x,f(x)
"18,3","0,0546448087431694"
"18,4","0,0543478260869565"
"18,5","0,0540540540540541"
"18,6","0,0537634408602151"
"18,7","0,053475935828877"
"18,8","0,0531914893617021"
"18,9","0,0529100529100529"
19,"0,0526315789473684"
"19,1","0,0523560209424084"
"19,2","0,0520833333333333"
"19,3","0,0518134715025907"
"19,4","0,0515463917525773"
"19,5","0,0512820512820513"
"19,6","0,0510204081632653"
"19,7","0,050761421319797"
"19,8","0,0505050505050505"
"19,9","0,050251256281407"
20,"0,05"
"20,1","0,0497512437810945"
"20,2","0,0495049504950495"
"20,3","0,0492610837438424"
"20,4","0,0490196078431373"
"20,5","0,0487804878048781"
"20,6","0,0485436893203883"
"20,7","0,0483091787439613"
"20,8","0,0480769230769231"
"20,9","0,0478468899521531"
21,"0,0476190476190476"
"21,1","0,0473933649289099"
"21,2","0,0471698113207547"
"21,3","0,0469483568075117"
"21,4","0,0467289719626168"
"21,5","0,0465116279069768"
"21,6","0,0462962962962963"
"21,7","0,0460829493087558"
"21,8","0,0458715596330275"
"21,9","0,045662100456621"
22,"0,0454545454545455"
"22,1","0,0452488687782805"
"22,2","0,045045045045045"
"22,3","0,0448430493273543"
"22,4","0,0446428571428571"
"22,5","0,0444444444444444"
"22,6","0,0442477876106195"
"22,7","0,0440528634361233"
"22,8","0,043859649122807"
"22,9","0,0436681222707424"
23,"0,0434782608695652"
"23,1","0,0432900432900433"
"23,2","0,0431034482758621"
"23,3","0,0429184549356223"
"23,4","0,0427350427350427"
"23,5","0,0425531914893617"
"23,6","0,0423728813559322"
"23,7","0,0421940928270042"
"23,8","0,0420168067226891"
"23,9","0,0418410041841004"
24,"0,0416666666666667"
"24,1","0,04149377593361"
"24,2","0,0413223140495868"
"24,3","0,0411522633744856"
"24,4","0,040983606557377"
"24,5","0,0408163265306122"
"24,6","0,040650406504065"
"24,7","0,0404858299595142"
"24,8","0,0403225806451613"
"24,9","0,0401606425702811"
25,"0,04"
"25,1","0,0398406374501992"
"25,2","0,0396825396825397"
"25,3","0,0395256916996047"
"25,4","0,0393700787401575"
"25,5","0,0392156862745098"
"25,6","0,0390625"
"25,7","0,0389105058365759"
"25,8","0,0387596899224806"
"25,9","0,0386100386100386"
26,"0,0384615384615385"
"26,1","0,0383141762452107"
"26,2","0,0381679389312977"
"26,3","0,0380228136882129"
"26,4","0,0378787878787879"
"26,5","0,0377358490566038"
"26,6","0,037593984962406"
"26,7","0,0374531835205992"
"26,8","0,0373134328358209"
"26,9","0,0371747211895911"
27,"0,037037037037037"
"27,1","0,03690036900369"
"27,2","0,0367647058823529"
"27,3","0,0366300366300366"
"27,4","0,0364963503649635"
"27,5","0,0363636363636364"
"27,6","0,036231884057971"
"27,7","0,036101083032491"
"27,8","0,0359712230215827"
"27,9","0,03584229390681"
28,"0,0357142857142857"
"28,1","0,0355871886120996"
"28,2","0,0354609929078014"
"28,3","0,0353356890459364"
"28,4","0,0352112676056338"
"28,5","0,0350877192982456"
"28,6","0,034965034965035"
"28,7","0,0348432055749129"
"28,8","0,0347222222222222"
"28,9","0,0346020761245675"
29,"0,0344827586206897"
"29,1","0,0343642611683849"
"29,2","0,0342465753424658"
"29,3","0,0341296928327645"
"29,4","0,0340136054421769"
"29,5","0,0338983050847458"
"29,6","0,0337837837837838"
"29,7","0,0336700336700337"
"29,8","0,0335570469798658"
"29,9","0,0334448160535117"
30,"0,0333333333333333"
"30,1","0,0332225913621262"
"30,2","0,0331125827814569"
"30,3","0,033003300330033"
"30,4","0,0328947368421053"
"30,5","0,0327868852459016"
"30,6","0,0326797385620915"
"30,7","0,0325732899022801"
"30,8","0,0324675324675325"
"30,9","0,0323624595469256"
31,"0,032258064516129"
"31,1","0,0321543408360129"
"31,2","0,032051282051282"
"31,3","0,0319488817891374"
"31,4","0,0318471337579618"
"31,5","0,0317460317460317"
"31,6","0,0316455696202532"
"31,7","0,0315457413249211"
"31,8","0,0314465408805031"
"31,9","0,0313479623824451"
32,"0,03125"
"32,1","0,0311526479750779"
"32,2","0,031055900621118"
"32,3","0,0309597523219814"
"32,4","0,0308641975308642"
"32,5","0,0307692307692308"
"32,6","0,0306748466257669"
"32,7","0,0305810397553517"
"32,8","0,0304878048780488"
"32,9","0,0303951367781155"
33,"0,0303030303030303"
"33,1","0,0302114803625378"
"33,2","0,0301204819277108"
"33,3","0,03003003003003"
"33,4","0,029940119760479"
"33,5","0,0298507462686567"
"33,6","0,0297619047619048"
"33,7","0,029673590504451"
"33,8","0,029585798816568"
"33,9","0,0294985250737463"
34,"0,0294117647058823"
"34,1","0,0293255131964809"
"34,2","0,0292397660818713"
"34,3","0,0291545189504373"
"34,4","0,0290697674418605"
"34,5","0,0289855072463768"
"34,6","0,0289017341040462"
"34,7","0,0288184438040346"
"34,8","0,028735632183908"
"34,9","0,0286532951289398"
35,"0,0285714285714286"
"35,1","0,0284900284900285"
"35,2","0,0284090909090909"
"35,3","0,028328611898017"
"35,4","0,0282485875706215"
"35,5","0,028169014084507"
"35,6","0,0280898876404494"
"35,7","0,0280112044817927"
"35,8","0,0279329608938547"
"35,9","0,0278551532033426"
36,"0,0277777777777778"
"36,1","0,0277008310249307"
"36,2","0,0276243093922652"
"36,3","0,0275482093663912"
"36,4","0,0274725274725275"
"36,5","0,0273972602739726"
"36,6","0,0273224043715847"
"36,7","0,0272479564032697"
"36,8","0,0271739130434783"
"36,9","0,02710027100271"
37,"0,027027027027027"
"37,1","0,0269541778975741"
"37,2","0,0268817204301075"
"37,3","0,0268096514745308"
"37,4","0,0267379679144385"
"37,5","0,0266666666666667"
"37,6","0,0265957446808511"
"37,7","0,026525198938992"
"37,8","0,0264550264550265"
"37,9","0,0263852242744063"
38,"0,0263157894736842"
"38,1","0,026246719160105"
"38,2","0,0261780104712042"
"38,3","0,0261096605744125"
"38,4","0,0260416666666667"
"38,5","0,025974025974026"
"38,6","0,0259067357512953"
"38,7","0,0258397932816537"
"38,8","0,0257731958762887"
"38,9","0,025706940874036"
39,"0,0256410256410256"
"39,1","0,0255754475703325"
"39,2","0,0255102040816326"
"39,3","0,0254452926208651"
"39,4","0,0253807106598985"
"39,5","0,0253164556962025"
"39,6","0,0252525252525252"
"39,7","0,0251889168765743"
"39,8","0,0251256281407035"
"39,9","0,025062656641604"
40,"0,025"
"40,1","0,0249376558603491"
"40,2","0,0248756218905473"
"40,3","0,0248138957816377"
"40,4","0,0247524752475247"
"40,5","0,0246913580246914"
"40,6","0,0246305418719212"
"40,7","0,0245700245700246"
"40,8","0,0245098039215686"
"40,9","0,0244498777506112"
41,"0,024390243902439"
"41,1","0,024330900243309"
"41,2","0,0242718446601942"
"41,3","0,0242130750605327"
"41,4","0,0241545893719807"
"41,5","0,0240963855421687"
"41,6","0,0240384615384615"
"41,7","0,0239808153477218"
"41,8","0,0239234449760765"
"41,9","0,0238663484486873"
42,"0,0238095238095238"
"42,1","0,0237529691211401"
"42,2","0,023696682464455"
"42,3","0,0236406619385343"
"42,4","0,0235849056603774"
"42,5","0,0235294117647059"
"42,6","0,0234741784037559"
"42,7","0,0234192037470726"
"42,8","0,0233644859813084"
"42,9","0,0233100233100233"
43,"0,0232558139534884"
"43,1","0,0232018561484919"
"43,2","0,0231481481481481"
"43,3","0,023094688221709"
"43,4","0,0230414746543779"
"43,5","0,0229885057471264"
"43,6","0,0229357798165138"
"43,7","0,022883295194508"
"43,8","0,0228310502283105"
"43,9","0,0227790432801822"
44,"0,0227272727272727"
"44,1","0,0226757369614512"
"44,2","0,0226244343891403"
"44,3","0,0225733634311512"
"44,4","0,0225225225225225"
"44,5","0,0224719101123595"
"44,6","0,0224215246636771"
"44,7","0,0223713646532438"
"44,8","0,0223214285714286"
"44,9","0,022271714922049"
45,"0,0222222222222222"
"45,1","0,0221729490022173"
"45,2","0,0221238938053097"
"45,3","0,022075055187638"
"45,4","0,0220264317180617"
"45,5","0,021978021978022"
"45,6","0,0219298245614035"
"45,7","0,0218818380743982"
"45,8","0,0218340611353712"
"45,9","0,0217864923747277"
46,"0,0217391304347826"
"46,1","0,0216919739696312"
"46,2","0,0216450216450216"
"46,3","0,0215982721382289"
"46,4","0,021551724137931"
"46,5","0,021505376344086"
"46,6","0,0214592274678112"
"46,7","0,0214132762312634"
"46,8","0,0213675213675214"
"46,9","0,0213219616204691"
47,"0,0212765957446808"
"47,1","0,0212314225053079"
"47,2","0,0211864406779661"
"47,3","0,0211416490486258"
"47,4","0,0210970464135021"
"47,5","0,0210526315789474"
"47,6","0,0210084033613445"
"47,7","0,0209643605870021"
"47,8","0,0209205020920502"
"47,9","0,0208768267223382"
48,"0,0208333333333333"
"48,1","0,0207900207900208"
"48,2","0,020746887966805"
"48,3","0,020703933747412"
"48,4","0,0206611570247934"
"48,5","0,0206185567010309"
"48,6","0,0205761316872428"
"48,7","0,0205338809034908"
"48,8","0,0204918032786885"
"48,9","0,0204498977505112"
49,"0,0204081632653061"
"49,1","0,0203665987780041"
"49,2","0,0203252032520325"
"49,3","0,0202839756592292"
"49,4","0,0202429149797571"
"49,5","0,0202020202020202"
"49,6","0,0201612903225806"
"49,7","0,0201207243460765"
"49,8","0,0200803212851406"
"49,9","0,0200400801603206"
50,"0,02"
"50,1","0,0199600798403194"
"50,2","0,0199203187250996"
"50,3","0,0198807157057654"
"50,4","0,0198412698412698"
"50,5","0,0198019801980198"
"50,6","0,0197628458498024"
"50,7","0,019723865877712"
"50,8","0,0196850393700787"
"50,9","0,0196463654223969"
51,"0,0196078431372549"
"51,1","0,0195694716242661"
"51,2","0,01953125"
"51,3","0,0194931773879142"
"51,4","0,0194552529182879"
"51,5","0,0194174757281553"
"51,6","0,0193798449612403"
"51,7","0,0193423597678917"
"51,8","0,0193050193050193"
"51,9","0,0192678227360308"
52,"0,0192307692307692"
"52,1","0,0191938579654511"
"52,2","0,0191570881226054"
"52,3","0,0191204588910134"
"52,4","0,0190839694656489"
"52,5","0,0190476190476191"
"52,6","0,0190114068441065"
"52,7","0,0189753320683112"
"52,8","0,0189393939393939"
"52,9","0,0189035916824197"
53,"0,0188679245283019"
"53,1","0,0188323917137476"
"53,2","0,018796992481203"
"53,3","0,0187617260787992"
"53,4","0,0187265917602996"
"53,5","0,0186915887850467"
"53,6","0,0186567164179104"
"53,7","0,0186219739292365"
"53,8","0,0185873605947955"
"53,9","0,0185528756957328"
54,"0,0185185185185185"
"54,1","0,0184842883548983"
"54,2","0,018450184501845"
"54,3","0,0184162062615101"
"54,4","0,0183823529411765"
"54,5","0,018348623853211"
"54,6","0,0183150183150183"
"54,7","0,0182815356489945"
"54,8","0,0182481751824818"
"54,9","0,0182149362477231"
55,"0,0181818181818182"
"55,1","0,0181488203266788"
"55,2","0,0181159420289855"
"55,3","0,0180831826401447"
"55,4","0,0180505415162455"
"55,5","0,018018018018018"
"55,6","0,0179856115107914"
"55,7","0,0179533213644524"
"55,8","0,017921146953405"
"55,9","0,0178890876565295"
56,"0,0178571428571429"
"56,1","0,017825311942959"
"56,2","0,0177935943060498"
"56,3","0,0177619893428064"
"56,4","0,0177304964539007"
"56,5","0,0176991150442478"
"56,6","0,0176678445229682"
"56,7","0,017636684303351"
"56,8","0,0176056338028169"
"56,9","0,0175746924428822"
57,"0,0175438596491228"
"57,1","0,0175131348511384"
"57,2","0,0174825174825175"
"57,3","0,0174520069808028"
"57,4","0,0174216027874564"
"57,5","0,0173913043478261"
"57,6","0,0173611111111111"
"57,7","0,0173310225303293"
"57,8","0,0173010380622837"
"57,9","0,0172711571675302"
58,"0,0172413793103448"
"58,1","0,0172117039586919"
"58,2","0,0171821305841924"
"58,3","0,0171526586620926"
"58,4","0,0171232876712329"
"58,5","0,0170940170940171"
"58,6","0,0170648464163823"
"58,7","0,0170357751277683"
"58,8","0,0170068027210884"
"58,9","0,0169779286926995"
59,"0,0169491525423729"
"59,1","0,0169204737732657"
"59,2","0,0168918918918919"
"59,3","0,0168634064080944"
"59,4","0,0168350168350168"
"59,5","0,0168067226890756"
"59,6","0,0167785234899329"
"59,7","0,016750418760469"
"59,8","0,0167224080267559"
"59,9","0,0166944908180301"
60,"0,0166666666666667"
"60,1","0,0166389351081531"
"60,2","0,0166112956810631"
"60,3","0,0165837479270315"
"60,4","0,0165562913907285"
"60,5","0,0165289256198347"
"60,6","0,0165016501650165"
"60,7","0,0164744645799012"
"60,8","0,0164473684210526"
"60,9","0,0164203612479475"
61,"0,0163934426229508"
"61,1","0,016366612111293"
"61,2","0,0163398692810458"
"61,3","0,0163132137030995"
"61,4","0,0162866449511401"
"61,5","0,016260162601626"
"61,6","0,0162337662337662"
"61,7","0,0162074554294976"
"61,8","0,0161812297734628"
"61,9","0,0161550888529887"
62,"0,0161290322580645"
"62,1","0,0161030595813205"
"62,2","0,0160771704180064"
"62,3","0,0160513643659711"
"62,4","0,016025641025641"
"62,5","0,016"
"62,6","0,0159744408945687"
"62,7","0,0159489633173844"
"62,8","0,0159235668789809"
"62,9","0,0158982511923688"
63,"0,0158730158730159"
"63,1","0,0158478605388273"
"63,2","0,0158227848101266"
"63,3","0,0157977883096366"
"63,4","0,0157728706624606"
"63,5","0,015748031496063"
"63,6","0,0157232704402516"
"63,7","0,0156985871271586"
"63,8","0,0156739811912226"
"63,9","0,0156494522691706"
64,"0,015625"
"64,1","0,015600624024961"
"64,2","0,0155763239875389"
"64,3","0,015552099533437"
"64,4","0,015527950310559"
"64,5","0,0155038759689922"
"64,6","0,0154798761609907"
"64,7","0,0154559505409583"
"64,8","0,0154320987654321"
"64,9","0,0154083204930663"
65,"0,0153846153846154"
"65,1","0,0153609831029186"
"65,2","0,0153374233128834"
"65,3","0,0153139356814701"
"65,4","0,0152905198776758"
"65,5","0,0152671755725191"
"65,6","0,0152439024390244"
"65,7","0,015220700152207"
"65,8","0,0151975683890578"
"65,9","0,0151745068285281"
66,"0,0151515151515152"
"66,1","0,0151285930408472"
"66,2","0,0151057401812689"
"66,3","0,0150829562594268"
"66,4","0,0150602409638554"
"66,5","0,0150375939849624"
"66,6","0,015015015015015"
"66,7","0,0149925037481259"
"66,8","0,0149700598802395"
"66,9","0,0149476831091181"
67,"0,0149253731343284"
"67,1","0,014903129657228"
"67,2","0,0148809523809524"
"67,3","0,0148588410104012"
"67,4","0,0148367952522255"
"67,5","0,0148148148148148"
"67,6","0,014792899408284"
"67,7","0,0147710487444609"
"67,8","0,0147492625368732"
"67,9","0,0147275405007364"
68,"0,0147058823529412"
"68,1","0,0146842878120411"
"68,2","0,0146627565982405"
"68,3","0,0146412884333821"
"68,4","0,0146198830409357"
"68,5","0,0145985401459854"
"68,6","0,0145772594752187"
"68,7","0,0145560407569141"
"68,8","0,0145348837209302"
"68,9","0,0145137880986938"
69,"0,0144927536231884"
"69,1","0,0144717800289436"
"69,2","0,0144508670520231"
"69,3","0,0144300144300144"
"69,4","0,0144092219020173"
"69,5","0,0143884892086331"
"69,6","0,014367816091954"
"69,7","0,0143472022955524"
"69,8","0,0143266475644699"
"69,9","0,0143061516452074"
70,"0,0142857142857143"
"70,1","0,014265335235378"
"70,2","0,0142450142450142"
"70,3","0,0142247510668563"
"70,4","0,0142045454545455"
"70,5","0,0141843971631206"
"70,6","0,0141643059490085"
"70,7","0,0141442715700141"
"70,8","0,0141242937853107"
"70,9","0,0141043723554302"
71,"0,0140845070422535"
"71,1","0,0140646976090014"
"71,2","0,0140449438202247"
"71,3","0,0140252454417952"
"71,4","0,0140056022408964"
"71,5","0,013986013986014"
"71,6","0,0139664804469274"
"71,7","0,0139470013947001"
"71,8","0,0139275766016713"
"71,9","0,0139082058414465"
72,"0,0138888888888889"
"72,1","0,013869625520111"
"72,2","0,0138504155124654"
"72,3","0,0138312586445367"
"72,4","0,0138121546961326"
"72,5","0,0137931034482759"
"72,6","0,0137741046831956"
"72,7","0,0137551581843191"
"72,8","0,0137362637362637"
"72,9","0,0137174211248285"
73,"0,0136986301369863"
"73,1","0,0136798905608755"
"73,2","0,0136612021857924"
"73,3","0,0136425648021828"
"73,4","0,0136239782016349"
"73,5","0,0136054421768707"
"73,6","0,0135869565217391"
"73,7","0,0135685210312076"
"73,8","0,013550135501355"
"73,9","0,013531799729364"
74,"0,0135135135135135"
"74,1","0,0134952766531714"
"74,2","0,0134770889487871"
"74,3","0,0134589502018843"
"74,4","0,0134408602150538"
"74,5","0,0134228187919463"
"74,6","0,0134048257372654"
"74,7","0,0133868808567604"
"74,8","0,0133689839572193"
"74,9","0,0133511348464619"
75,"0,0133333333333333"
"75,1","0,0133155792276964"
"75,2","0,0132978723404255"
"75,3","0,0132802124833997"
"75,4","0,013262599469496"
"75,5","0,0132450331125828"
"75,6","0,0132275132275132"
"75,7","0,0132100396301189"
"75,8","0,0131926121372032"
"75,9","0,0131752305665349"
76,"0,0131578947368421"
"76,1","0,0131406044678055"
"76,2","0,0131233595800525"
"76,3","0,0131061598951507"
"76,4","0,0130890052356021"
"76,5","0,0130718954248366"
"76,6","0,0130548302872063"
"76,7","0,0130378096479791"
"76,8","0,0130208333333333"
"76,9","0,0130039011703511"
77,"0,012987012987013"
"77,1","0,012970168612192"
"77,2","0,0129533678756477"
"77,3","0,0129366106080207"
"77,4","0,0129198966408269"
"77,5","0,0129032258064516"
"77,6","0,0128865979381443"
"77,7","0,0128700128700129"
"77,8","0,012853470437018"
"77,9","0,0128369704749679"
78,"0,0128205128205128"
"78,1","0,0128040973111396"
"78,2","0,0127877237851662"
"78,3","0,0127713920817369"
"78,4","0,0127551020408163"
"78,5","0,0127388535031847"
"78,6","0,0127226463104326"
"78,7","0,0127064803049555"
"78,8","0,0126903553299492"
"78,9","0,0126742712294043"
79,"0,0126582278481013"
"79,1","0,0126422250316056"
"79,2","0,0126262626262626"
"79,3","0,0126103404791929"
"79,4","0,0125944584382872"
"79,5","0,0125786163522013"
"79,6","0,0125628140703518"
"79,7","0,0125470514429109"
"79,8","0,012531328320802"
"79,9","0,0125156445556946"
80,"0,0125"
"80,1","0,0124843945068664"
"80,2","0,0124688279301746"
"80,3","0,012453300124533"
"80,4","0,0124378109452736"
"80,5","0,0124223602484472"
"80,6","0,0124069478908189"
"80,7","0,0123915737298637"
"80,8","0,0123762376237624"
"80,9","0,0123609394313968"
81,"0,0123456790123457"
"81,1","0,0123304562268804"
"81,2","0,0123152709359606"
"81,3","0,01230012300123"
"81,4","0,0122850122850123"
"81,5","0,0122699386503067"
"81,6","0,0122549019607843"
"81,7","0,0122399020807834"
"81,8","0,0122249388753056"
"81,9","0,0122100122100122"
82,"0,0121951219512195"
"82,1","0,0121802679658952"
"82,2","0,0121654501216545"
"82,3","0,0121506682867558"
"82,4","0,0121359223300971"
"82,5","0,0121212121212121"
"82,6","0,0121065375302663"
"82,7","0,0120918984280532"
"82,8","0,0120772946859903"
"82,9","0,0120627261761158"
83,"0,0120481927710843"
"83,1","0,0120336943441637"
"83,2","0,0120192307692308"
"83,3","0,0120048019207683"
"83,4","0,0119904076738609"
"83,5","0,0119760479041916"
"83,6","0,0119617224880383"
"83,7","0,01194743130227"
"83,8","0,0119331742243437"
"83,9","0,0119189511323004"
84,"0,0119047619047619"
"84,1","0,0118906064209275"
"84,2","0,0118764845605701"
"84,3","0,0118623962040332"
"84,4","0,0118483412322275"
"84,5","0,0118343195266272"
"84,6","0,0118203309692671"
"84,7","0,0118063754427391"
"84,8","0,0117924528301887"
"84,9","0,0117785630153121"
85,"0,0117647058823529"
"85,1","0,0117508813160987"
"85,2","0,0117370892018779"
"85,3","0,0117233294255569"
"85,4","0,0117096018735363"
"85,5","0,0116959064327485"
"85,6","0,0116822429906542"
"85,7","0,0116686114352392"
"85,8","0,0116550116550117"
"85,9","0,0116414435389988"
86,"0,0116279069767442"
"86,1","0,0116144018583043"
"86,2","0,0116009280742459"
"86,3","0,0115874855156431"
"86,4","0,0115740740740741"
"86,5","0,0115606936416185"
"86,6","0,0115473441108545"
"86,7","0,0115340253748558"
"86,8","0,0115207373271889"
"86,9","0,0115074798619102"
87,"0,0114942528735632"
"87,1","0,0114810562571757"
"87,2","0,0114678899082569"
"87,3","0,011454753722795"
"87,4","0,011441647597254"
"87,5","0,0114285714285714"
"87,6","0,0114155251141553"
"87,7","0,0114025085518814"
"87,8","0,0113895216400911"
"87,9","0,0113765642775882"
88,"0,0113636363636364"
"88,1","0,0113507377979569"
"88,2","0,0113378684807256"
"88,3","0,0113250283125708"
"88,4","0,0113122171945701"
"88,5","0,0112994350282486"
"88,6","0,0112866817155756"
"88,7","0,0112739571589628"
"88,8","0,0112612612612613"
"88,9","0,0112485939257593"
89,"0,0112359550561798"
"89,1","0,0112233445566779"
"89,2","0,0112107623318386"
"89,3","0,0111982082866741"
"89,4","0,0111856823266219"
"89,5","0,0111731843575419"
"89,6","0,0111607142857143"
"89,7","0,0111482720178372"
"89,8","0,0111358574610245"
"89,9","0,0111234705228031"
90,"0,0111111111111111"
"90,1","0,0110987791342952"
"90,2","0,0110864745011086"
"90,3","0,0110741971207087"
"90,4","0,0110619469026549"
"90,5","0,0110497237569061"
"90,6","0,011037527593819"
"90,7","0,0110253583241455"
"90,8","0,0110132158590308"
"90,9","0,011001100110011"
91,"0,010989010989011"
"91,1","0,0109769484083425"
"91,2","0,0109649122807018"
"91,3","0,0109529025191676"
"91,4","0,0109409190371991"
"91,5","0,0109289617486339"
"91,6","0,0109170305676856"
"91,7","0,0109051254089422"
"91,8","0,0108932461873638"
"91,9","0,0108813928182807"
92,"0,0108695652173913"
"92,1","0,01085776330076"
"92,2","0,0108459869848156"
"92,3","0,0108342361863489"
"92,4","0,0108225108225108"
"92,5","0,0108108108108108"
"92,6","0,0107991360691145"
"92,7","0,0107874865156419"
"92,8","0,0107758620689655"
"92,9","0,0107642626480086"
93,"0,010752688172043"
"93,1","0,0107411385606874"
"93,2","0,0107296137339056"
"93,3","0,0107181136120043"
"93,4","0,0107066381156317"
"93,5","0,0106951871657754"
"93,6","0,0106837606837607"
"93,7","0,0106723585912487"
"93,8","0,0106609808102345"
"93,9","0,0106496272630458"
94,"0,0106382978723404"
"94,1","0,0106269925611052"
"94,2","0,0106157112526539"
"94,3","0,0106044538706257"
"94,4","0,0105932203389831"
"94,5","0,0105820105820106"
"94,6","0,0105708245243129"
"94,7","0,0105596620908131"
"94,8","0,0105485232067511"
"94,9","0,0105374077976818"
95,"0,0105263157894737"
"95,1","0,010515247108307"
"95,2","0,0105042016806723"
"95,3","0,0104931794333683"
"95,4","0,010482180293501"
"95,5","0,0104712041884817"
"95,6","0,0104602510460251"
"95,7","0,0104493207941484"
"95,8","0,0104384133611691"
"95,9","0,0104275286757039"
96,"0,0104166666666667"
"96,1","0,0104058272632674"
"96,2","0,0103950103950104"
"96,3","0,0103842159916926"
"96,4","0,0103734439834025"
"96,5","0,0103626943005181"
"96,6","0,010351966873706"
"96,7","0,0103412616339193"
"96,8","0,0103305785123967"
"96,9","0,0103199174406605"
97,"0,0103092783505155"
"97,1","0,0102986611740474"
"97,2","0,0102880658436214"
"97,3","0,0102774922918808"
